zone,area,service_group,weekday,available_inst_sch_zone
41.1,ΠΑΛΑΜΑΣ,0.4 AC Maintenence,Δευτέρα,1
41.2,ΣΟΦΑΔΕΣ,0.4 AC Maintenence,Δευτέρα,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,0.4 AC Maintenence,Δευτέρα,1
42.0,ΛΑΡΙΣΑ,0.4 AC Maintenence,Δευτέρα,1
42.2,ΤΕΜΠΟΙ -ΑΓΙΑ,0.4 AC Maintenence,Δευτέρα,1
42.3,ΕΛΑΣΣΟΝΑ,0.4 AC Maintenence,Δευτέρα,1
43.0,ΒΟΛΟΣ,0.4 AC Maintenence,Δευτέρα,1
5.0,ΔΡΑΜΑ,0.4 AC Maintenence,Δευτέρα,1
80.3,ΠΑΤΡΑΣ 1,0.4 AC Maintenence,Δευτέρα,1
80.4,ΠΑΤΡΑΣ 2,0.4 AC Maintenence,Δευτέρα,1
80.5,ΠΑΤΡΑΣ 3,0.4 AC Maintenence,Δευτέρα,1
80.6,ΑΧΑΙΑΣ 4,0.4 AC Maintenence,Δευτέρα,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,0.4 AC Maintenence,Δευτέρα,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,0.4 AC Maintenence,Δευτέρα,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Δευτέρα,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Δευτέρα,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Δευτέρα,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Κυριακή,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Κυριακή,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,0.4 AC Maintenence,Παρασκευή,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,0.4 AC Maintenence,Παρασκευή,1
120.3,ΗΡΑΚΛΕΙΟ 4,0.4 AC Maintenence,Παρασκευή,1
120.5,ΗΡΑΚΛΕΙΟ 6,0.4 AC Maintenence,Παρασκευή,1
122.0,ΧΑΝΙΑ 1,0.4 AC Maintenence,Παρασκευή,1
122.2,ΧΑΝΙΑ 3,0.4 AC Maintenence,Παρασκευή,1
123.2,ΛΑΣΙΘΗ 3,0.4 AC Maintenence,Παρασκευή,1
13.0,ΧΑΛΚΙΔΙΚΗ 1 ΠΟΔΙ,0.4 AC Maintenence,Παρασκευή,1
13.1,ΧΑΛΚΙΔΙΚΗ ΠΟΛΥΓΥΡΟΣ 2ΠΟΔΙ,0.4 AC Maintenence,Παρασκευή,1
13.2,ΧΑΛΚΙΔΙΚΗ 3 ΠΟΔΙ,0.4 AC Maintenence,Παρασκευή,1
14.0,ΓΙΑΝΝΙΤΣΑ   ΠΕΛΛΑ,0.4 AC Maintenence,Παρασκευή,1
15.0,ΒΕΡΟΙΑ,0.4 AC Maintenence,Παρασκευή,1
15.1,ΝΑΟΥΣΑ,0.4 AC Maintenence,Παρασκευή,1
150.1,ΣΑΛΑΜΙΝΑ,0.4 AC Maintenence,Παρασκευή,1
16.0,ΚΑΤΕΡΙΝΗ,0.4 AC Maintenence,Παρασκευή,1
2.0,ΚΟΜΟΤΗΝΗΣ,0.4 AC Maintenence,Παρασκευή,1
2.1,ΙΑΣΜΟΥ,0.4 AC Maintenence,Παρασκευή,1
2.3,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0.4 AC Maintenence,Παρασκευή,1
22.0,ΚΟΖΑΝΗ,0.4 AC Maintenence,Παρασκευή,1
22.1,ΣΕΡΒΙΑ ΚΟΖΑΝΗΣ,0.4 AC Maintenence,Παρασκευή,1
3.0,ΞΑΝΘΗ,0.4 AC Maintenence,Παρασκευή,1
4.0,ΚΑΒΑΛΑ,0.4 AC Maintenence,Παρασκευή,1
4.2,ΘΑΣΟΣ,0.4 AC Maintenence,Παρασκευή,1
40.0,ΤΡΙΚΑΛΑ,0.4 AC Maintenence,Παρασκευή,1
41.0,ΚΑΡΔΙΤΣΑ,0.4 AC Maintenence,Παρασκευή,1
41.1,ΠΑΛΑΜΑΣ,0.4 AC Maintenence,Παρασκευή,1
41.2,ΣΟΦΑΔΕΣ,0.4 AC Maintenence,Παρασκευή,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,0.4 AC Maintenence,Παρασκευή,1
42.0,ΛΑΡΙΣΑ,0.4 AC Maintenence,Παρασκευή,1
42.1,ΚΙΛΕΛΕΡ-ΦΑΡΣΑΛΑ,0.4 AC Maintenence,Παρασκευή,1
42.3,ΕΛΑΣΣΟΝΑ,0.4 AC Maintenence,Παρασκευή,1
43.0,ΒΟΛΟΣ,0.4 AC Maintenence,Παρασκευή,1
43.1,ΠΗΛΙΟ,0.4 AC Maintenence,Παρασκευή,1
43.2,ΑΛΜΥΡΟΣ ΑΓΙΑ,0.4 AC Maintenence,Παρασκευή,1
5.0,ΔΡΑΜΑ,0.4 AC Maintenence,Παρασκευή,1
5.1,ΝΕΥΡΟΚΟΠΙ,0.4 AC Maintenence,Παρασκευή,1
80.3,ΠΑΤΡΑΣ 1,0.4 AC Maintenence,Παρασκευή,1
80.4,ΠΑΤΡΑΣ 2,0.4 AC Maintenence,Παρασκευή,1
80.5,ΠΑΤΡΑΣ 3,0.4 AC Maintenence,Παρασκευή,1
80.6,ΑΧΑΙΑΣ 4,0.4 AC Maintenence,Παρασκευή,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,0.4 AC Maintenence,Παρασκευή,1
82.2,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΜΦΙΛΟΧΙΑΣ,0.4 AC Maintenence,Παρασκευή,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,0.4 AC Maintenence,Παρασκευή,1
90.1,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Παρασκευή,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Παρασκευή,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Παρασκευή,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Παρασκευή,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,0.4 AC Maintenence,Πέμπτη,1
1.1,ΔΙΔΥΜΟΤΕΙΧΟ     ΟΡΕΣΤΙΑΔΑ,0.4 AC Maintenence,Πέμπτη,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,0.4 AC Maintenence,Πέμπτη,1
10.1,ΣΕΡΡΩΝ- ΝΕΑ ΖΙΧΝΗ,0.4 AC Maintenence,Πέμπτη,1
10.3,ΣΕΡΡΩΝ- ΗΡΑΚΛΕΙΑΣ,0.4 AC Maintenence,Πέμπτη,1
11.0,ΚΙΛΚΙΣ,0.4 AC Maintenence,Πέμπτη,1
120.2,ΗΡΑΚΛΕΙΟ 3,0.4 AC Maintenence,Πέμπτη,1
120.5,ΗΡΑΚΛΕΙΟ 6,0.4 AC Maintenence,Πέμπτη,1
121.0,ΡΕΘΥΜΝΟ 1,0.4 AC Maintenence,Πέμπτη,1
121.1,ΡΕΘΥΜΝΟ 2,0.4 AC Maintenence,Πέμπτη,1
122.1,ΧΑΝΙΑ 2,0.4 AC Maintenence,Πέμπτη,1
122.2,ΧΑΝΙΑ 3,0.4 AC Maintenence,Πέμπτη,1
123.2,ΛΑΣΙΘΗ 3,0.4 AC Maintenence,Πέμπτη,1
14.0,ΓΙΑΝΝΙΤΣΑ   ΠΕΛΛΑ,0.4 AC Maintenence,Πέμπτη,1
15.0,ΒΕΡΟΙΑ,0.4 AC Maintenence,Πέμπτη,1
16.0,ΚΑΤΕΡΙΝΗ,0.4 AC Maintenence,Πέμπτη,1
2.0,ΚΟΜΟΤΗΝΗΣ,0.4 AC Maintenence,Πέμπτη,1
2.1,ΙΑΣΜΟΥ,0.4 AC Maintenence,Πέμπτη,1
2.2,ΑΡΡΙΑΝΩΝ,0.4 AC Maintenence,Πέμπτη,1
22.0,ΚΟΖΑΝΗ,0.4 AC Maintenence,Πέμπτη,1
22.2,ΣΙΑΤΙΣΤΑ ΚΟΖΑΝΗΣ,0.4 AC Maintenence,Πέμπτη,1
23.0,ΓΡΕΒΕΝΑ,0.4 AC Maintenence,Πέμπτη,1
3.0,ΞΑΝΘΗ,0.4 AC Maintenence,Πέμπτη,1
3.1,ΣΤΑΥΡΟΥΠΟΛΗ,0.4 AC Maintenence,Πέμπτη,1
4.0,ΚΑΒΑΛΑ,0.4 AC Maintenence,Πέμπτη,1
4.1,ΟΦΡΥΝΙΟ,0.4 AC Maintenence,Πέμπτη,1
40.0,ΤΡΙΚΑΛΑ,0.4 AC Maintenence,Πέμπτη,1
40.2,ΠΥΛΗ ΠΕΡΤΟΥΛΗ ΚΑΛΑΜΠΑΚΑ,0.4 AC Maintenence,Πέμπτη,1
41.0,ΚΑΡΔΙΤΣΑ,0.4 AC Maintenence,Πέμπτη,1
41.1,ΠΑΛΑΜΑΣ,0.4 AC Maintenence,Πέμπτη,1
41.2,ΣΟΦΑΔΕΣ,0.4 AC Maintenence,Πέμπτη,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,0.4 AC Maintenence,Πέμπτη,1
42.0,ΛΑΡΙΣΑ,0.4 AC Maintenence,Πέμπτη,1
42.3,ΕΛΑΣΣΟΝΑ,0.4 AC Maintenence,Πέμπτη,1
43.0,ΒΟΛΟΣ,0.4 AC Maintenence,Πέμπτη,1
5.0,ΔΡΑΜΑ,0.4 AC Maintenence,Πέμπτη,1
5.2,ΠΑΡΑΝΕΣΤΙ,0.4 AC Maintenence,Πέμπτη,1
80.3,ΠΑΤΡΑΣ 1,0.4 AC Maintenence,Πέμπτη,1
80.4,ΠΑΤΡΑΣ 2,0.4 AC Maintenence,Πέμπτη,1
80.5,ΠΑΤΡΑΣ 3,0.4 AC Maintenence,Πέμπτη,1
80.6,ΑΧΑΙΑΣ 4,0.4 AC Maintenence,Πέμπτη,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,0.4 AC Maintenence,Πέμπτη,1
82.1,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,0.4 AC Maintenence,Πέμπτη,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,0.4 AC Maintenence,Πέμπτη,1
90.0,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Πέμπτη,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Πέμπτη,1
90.3,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Πέμπτη,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Πέμπτη,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Πέμπτη,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,0.4 AC Maintenence,Σάββατο,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,0.4 AC Maintenence,Σάββατο,1
10.2,ΣΕΡΡΩΝ - ΒΙΣΑΛΤΙΑ,0.4 AC Maintenence,Σάββατο,1
10.3,ΣΕΡΡΩΝ- ΗΡΑΚΛΕΙΑΣ,0.4 AC Maintenence,Σάββατο,1
120.4,ΗΡΑΚΛΕΙΟ 5,0.4 AC Maintenence,Σάββατο,1
120.5,ΗΡΑΚΛΕΙΟ 6,0.4 AC Maintenence,Σάββατο,1
121.1,ΡΕΘΥΜΝΟ 2,0.4 AC Maintenence,Σάββατο,1
122.1,ΧΑΝΙΑ 2,0.4 AC Maintenence,Σάββατο,1
122.2,ΧΑΝΙΑ 3,0.4 AC Maintenence,Σάββατο,1
14.0,ΓΙΑΝΝΙΤΣΑ   ΠΕΛΛΑ,0.4 AC Maintenence,Σάββατο,1
15.0,ΒΕΡΟΙΑ,0.4 AC Maintenence,Σάββατο,1
16.0,ΚΑΤΕΡΙΝΗ,0.4 AC Maintenence,Σάββατο,1
16.1,ΔΙΟΝ   ΚΟΡΙΝΟΣ,0.4 AC Maintenence,Σάββατο,1
2.0,ΚΟΜΟΤΗΝΗΣ,0.4 AC Maintenence,Σάββατο,1
2.2,ΑΡΡΙΑΝΩΝ,0.4 AC Maintenence,Σάββατο,1
2.4,ΑΡΡΙΑΝΩΝ,0.4 AC Maintenence,Σάββατο,1
20.0,ΑΜΥΝΤΑΙΟ,0.4 AC Maintenence,Σάββατο,1
22.0,ΚΟΖΑΝΗ,0.4 AC Maintenence,Σάββατο,1
3.0,ΞΑΝΘΗ,0.4 AC Maintenence,Σάββατο,1
4.0,ΚΑΒΑΛΑ,0.4 AC Maintenence,Σάββατο,1
40.0,ΤΡΙΚΑΛΑ,0.4 AC Maintenence,Σάββατο,1
41.0,ΚΑΡΔΙΤΣΑ,0.4 AC Maintenence,Σάββατο,1
41.1,ΠΑΛΑΜΑΣ,0.4 AC Maintenence,Σάββατο,1
41.2,ΣΟΦΑΔΕΣ,0.4 AC Maintenence,Σάββατο,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,0.4 AC Maintenence,Σάββατο,1
42.0,ΛΑΡΙΣΑ,0.4 AC Maintenence,Σάββατο,1
42.1,ΚΙΛΕΛΕΡ-ΦΑΡΣΑΛΑ,0.4 AC Maintenence,Σάββατο,1
42.3,ΕΛΑΣΣΟΝΑ,0.4 AC Maintenence,Σάββατο,1
43.0,ΒΟΛΟΣ,0.4 AC Maintenence,Σάββατο,1
5.0,ΔΡΑΜΑ,0.4 AC Maintenence,Σάββατο,1
80.3,ΠΑΤΡΑΣ 1,0.4 AC Maintenence,Σάββατο,1
80.4,ΠΑΤΡΑΣ 2,0.4 AC Maintenence,Σάββατο,1
80.5,ΠΑΤΡΑΣ 3,0.4 AC Maintenence,Σάββατο,1
80.6,ΑΧΑΙΑΣ 4,0.4 AC Maintenence,Σάββατο,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,0.4 AC Maintenence,Σάββατο,1
82.3,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΜΕΣΟΛΟΓΓΙΟΥ,0.4 AC Maintenence,Σάββατο,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,0.4 AC Maintenence,Σάββατο,1
82.5,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΞΗΡΟΜΕΡΟΥ,0.4 AC Maintenence,Σάββατο,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Σάββατο,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Σάββατο,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Σάββατο,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,0.4 AC Maintenence,Τετάρτη,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,0.4 AC Maintenence,Τετάρτη,1
10.2,ΣΕΡΡΩΝ - ΒΙΣΑΛΤΙΑ,0.4 AC Maintenence,Τετάρτη,1
120.1,ΗΡΑΚΛΕΙΟ 2,0.4 AC Maintenence,Τετάρτη,1
120.5,ΗΡΑΚΛΕΙΟ 6,0.4 AC Maintenence,Τετάρτη,1
122.0,ΧΑΝΙΑ 1,0.4 AC Maintenence,Τετάρτη,1
122.2,ΧΑΝΙΑ 3,0.4 AC Maintenence,Τετάρτη,1
123.0,ΛΑΣΙΘΗ 1,0.4 AC Maintenence,Τετάρτη,1
123.1,ΛΑΣΙΘΗ 2,0.4 AC Maintenence,Τετάρτη,1
123.2,ΛΑΣΙΘΗ 3,0.4 AC Maintenence,Τετάρτη,1
13.0,ΧΑΛΚΙΔΙΚΗ 1 ΠΟΔΙ,0.4 AC Maintenence,Τετάρτη,1
14.0,ΓΙΑΝΝΙΤΣΑ   ΠΕΛΛΑ,0.4 AC Maintenence,Τετάρτη,1
15.0,ΒΕΡΟΙΑ,0.4 AC Maintenence,Τετάρτη,1
15.1,ΝΑΟΥΣΑ,0.4 AC Maintenence,Τετάρτη,1
150.1,ΣΑΛΑΜΙΝΑ,0.4 AC Maintenence,Τετάρτη,1
16.0,ΚΑΤΕΡΙΝΗ,0.4 AC Maintenence,Τετάρτη,1
16.1,ΔΙΟΝ   ΚΟΡΙΝΟΣ,0.4 AC Maintenence,Τετάρτη,1
2.0,ΚΟΜΟΤΗΝΗΣ,0.4 AC Maintenence,Τετάρτη,1
2.1,ΙΑΣΜΟΥ,0.4 AC Maintenence,Τετάρτη,1
2.3,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0.4 AC Maintenence,Τετάρτη,1
20.0,ΑΜΥΝΤΑΙΟ,0.4 AC Maintenence,Τετάρτη,1
22.0,ΚΟΖΑΝΗ,0.4 AC Maintenence,Τετάρτη,1
3.0,ΞΑΝΘΗ,0.4 AC Maintenence,Τετάρτη,1
4.0,ΚΑΒΑΛΑ,0.4 AC Maintenence,Τετάρτη,1
40.0,ΤΡΙΚΑΛΑ,0.4 AC Maintenence,Τετάρτη,1
41.0,ΚΑΡΔΙΤΣΑ,0.4 AC Maintenence,Τετάρτη,1
41.1,ΠΑΛΑΜΑΣ,0.4 AC Maintenence,Τετάρτη,1
41.2,ΣΟΦΑΔΕΣ,0.4 AC Maintenence,Τετάρτη,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,0.4 AC Maintenence,Τετάρτη,1
42.0,ΛΑΡΙΣΑ,0.4 AC Maintenence,Τετάρτη,1
42.1,ΚΙΛΕΛΕΡ-ΦΑΡΣΑΛΑ,0.4 AC Maintenence,Τετάρτη,1
42.3,ΕΛΑΣΣΟΝΑ,0.4 AC Maintenence,Τετάρτη,1
43.0,ΒΟΛΟΣ,0.4 AC Maintenence,Τετάρτη,1
5.0,ΔΡΑΜΑ,0.4 AC Maintenence,Τετάρτη,1
5.1,ΝΕΥΡΟΚΟΠΙ,0.4 AC Maintenence,Τετάρτη,1
80.3,ΠΑΤΡΑΣ 1,0.4 AC Maintenence,Τετάρτη,1
80.4,ΠΑΤΡΑΣ 2,0.4 AC Maintenence,Τετάρτη,1
80.5,ΠΑΤΡΑΣ 3,0.4 AC Maintenence,Τετάρτη,1
80.6,ΑΧΑΙΑΣ 4,0.4 AC Maintenence,Τετάρτη,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,0.4 AC Maintenence,Τετάρτη,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,0.4 AC Maintenence,Τετάρτη,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Τετάρτη,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Τετάρτη,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Τετάρτη,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,0.4 AC Maintenence,Τρίτη,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,0.4 AC Maintenence,Τρίτη,1
120.0,ΗΡΑΚΛΕΙΟ 1,0.4 AC Maintenence,Τρίτη,1
120.5,ΗΡΑΚΛΕΙΟ 6,0.4 AC Maintenence,Τρίτη,1
121.0,ΡΕΘΥΜΝΟ 1,0.4 AC Maintenence,Τρίτη,1
123.2,ΛΑΣΙΘΗ 3,0.4 AC Maintenence,Τρίτη,1
13.0,ΧΑΛΚΙΔΙΚΗ 1 ΠΟΔΙ,0.4 AC Maintenence,Τρίτη,1
13.1,ΧΑΛΚΙΔΙΚΗ ΠΟΛΥΓΥΡΟΣ 2ΠΟΔΙ,0.4 AC Maintenence,Τρίτη,1
13.2,ΧΑΛΚΙΔΙΚΗ 3 ΠΟΔΙ,0.4 AC Maintenence,Τρίτη,1
14.0,ΓΙΑΝΝΙΤΣΑ   ΠΕΛΛΑ,0.4 AC Maintenence,Τρίτη,1
15.0,ΒΕΡΟΙΑ,0.4 AC Maintenence,Τρίτη,1
16.0,ΚΑΤΕΡΙΝΗ,0.4 AC Maintenence,Τρίτη,1
2.0,ΚΟΜΟΤΗΝΗΣ,0.4 AC Maintenence,Τρίτη,1
2.1,ΙΑΣΜΟΥ,0.4 AC Maintenence,Τρίτη,1
22.0,ΚΟΖΑΝΗ,0.4 AC Maintenence,Τρίτη,1
22.1,ΣΕΡΒΙΑ ΚΟΖΑΝΗΣ,0.4 AC Maintenence,Τρίτη,1
3.0,ΞΑΝΘΗ,0.4 AC Maintenence,Τρίτη,1
3.1,ΣΤΑΥΡΟΥΠΟΛΗ,0.4 AC Maintenence,Τρίτη,1
4.0,ΚΑΒΑΛΑ,0.4 AC Maintenence,Τρίτη,1
4.1,ΟΦΡΥΝΙΟ,0.4 AC Maintenence,Τρίτη,1
40.0,ΤΡΙΚΑΛΑ,0.4 AC Maintenence,Τρίτη,1
40.1,ΦΑΡΚΑΔΩΝΑ,0.4 AC Maintenence,Τρίτη,1
41.0,ΚΑΡΔΙΤΣΑ,0.4 AC Maintenence,Τρίτη,1
41.1,ΠΑΛΑΜΑΣ,0.4 AC Maintenence,Τρίτη,1
41.2,ΣΟΦΑΔΕΣ,0.4 AC Maintenence,Τρίτη,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,0.4 AC Maintenence,Τρίτη,1
42.0,ΛΑΡΙΣΑ,0.4 AC Maintenence,Τρίτη,1
42.3,ΕΛΑΣΣΟΝΑ,0.4 AC Maintenence,Τρίτη,1
43.0,ΒΟΛΟΣ,0.4 AC Maintenence,Τρίτη,1
43.1,ΠΗΛΙΟ,0.4 AC Maintenence,Τρίτη,1
5.0,ΔΡΑΜΑ,0.4 AC Maintenence,Τρίτη,1
5.2,ΠΑΡΑΝΕΣΤΙ,0.4 AC Maintenence,Τρίτη,1
80.3,ΠΑΤΡΑΣ 1,0.4 AC Maintenence,Τρίτη,1
80.4,ΠΑΤΡΑΣ 2,0.4 AC Maintenence,Τρίτη,1
80.5,ΠΑΤΡΑΣ 3,0.4 AC Maintenence,Τρίτη,1
80.6,ΑΧΑΙΑΣ 4,0.4 AC Maintenence,Τρίτη,1
82.0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΑΓΡΙΝΙΟΥ,0.4 AC Maintenence,Τρίτη,1
82.3,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΜΕΣΟΛΟΓΓΙΟΥ,0.4 AC Maintenence,Τρίτη,1
82.4,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΝΑΥΠΑΚΤΙΑΣ,0.4 AC Maintenence,Τρίτη,1
82.5,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ ΞΗΡΟΜΕΡΟΥ,0.4 AC Maintenence,Τρίτη,1
90.0,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Τρίτη,1
90.2,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Τρίτη,1
90.3,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Τρίτη,1
90.4,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Τρίτη,1
90.5,ΚΕΡΚΥΡΑΣ ΚΕΡΚΥΡΑΣ,0.4 AC Maintenence,Τρίτη,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,0.5 AC Electrical installation,Δευτέρα,1
1.1,ΔΙΔΥΜΟΤΕΙΧΟ     ΟΡΕΣΤΙΑΔΑ,0.5 AC Electrical installation,Δευτέρα,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,0.5 AC Electrical installation,Δευτέρα,1
120.1,ΗΡΑΚΛΕΙΟ 2,0.5 AC Electrical installation,Δευτέρα,1
120.5,ΗΡΑΚΛΕΙΟ 6,0.5 AC Electrical installation,Δευτέρα,1
122.1,ΧΑΝΙΑ 2,0.5 AC Electrical installation,Δευτέρα,1
122.2,ΧΑΝΙΑ 3,0.5 AC Electrical installation,Δευτέρα,1
14.0,ΓΙΑΝΝΙΤΣΑ   ΠΕΛΛΑ,0.5 AC Electrical installation,Δευτέρα,1
15.0,ΒΕΡΟΙΑ,0.5 AC Electrical installation,Δευτέρα,1
150.1,ΣΑΛΑΜΙΝΑ,0.5 AC Electrical installation,Δευτέρα,1
16.0,ΚΑΤΕΡΙΝΗ,0.5 AC Electrical installation,Δευτέρα,1
2.0,ΚΟΜΟΤΗΝΗΣ,0.5 AC Electrical installation,Δευτέρα,1
22.0,ΚΟΖΑΝΗ,0.5 AC Electrical installation,Δευτέρα,1
3.0,ΞΑΝΘΗ,0.5 AC Electrical installation,Δευτέρα,1
4.0,ΚΑΒΑΛΑ,0.5 AC Electrical installation,Δευτέρα,1
40.0,ΤΡΙΚΑΛΑ,0.5 AC Electrical installation,Δευτέρα,1
41.0,ΚΑΡΔΙΤΣΑ,0.5 AC Electrical installation,Δευτέρα,1
41.1,ΠΑΛΑΜΑΣ,0.5 AC Electrical installation,Δευτέρα,1
41.2,ΣΟΦΑΔΕΣ,0.5 AC Electrical installation,Δευτέρα,1
41.3,ΜΟΥΖΑΚΙ ΑΡΓΙΘΕΑ,0.5 AC Electrical installation,Δευτέρα,1
42.0,ΛΑΡΙΣΑ,0.5 AC Electrical installation,Δευτέρα,1
42.2,ΤΕΜΠΟΙ -ΑΓΙΑ,0.5 AC Electrical installation,Δευτέρα,1
42.3,ΕΛΑΣΣΟΝΑ,0.5 AC Electrical installation,Δευτέρα,1
43.0,ΒΟΛΟΣ,0.5 AC Electrical installation,Δευτέρα,1
5.0,ΔΡΑΜΑ,0.5 AC Electrical installation,Δευτέρα,1
1.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ,0.5 AC Electrical installation,Παρασκευή,1
10.0,ΣΕΡΡΩΝ - ΣΕΡΡΕΣ,0.5 AC Electrical installation,Παρασκευή,1
120.3,ΗΡΑΚΛΕΙΟ 4,0.5 AC Electrical installation,Παρασκευή,1
120.5,ΗΡΑΚΛΕΙΟ 6,0.5 AC Electrical installation,Παρασκευή,1
122.0,ΧΑΝΙΑ 1,0.5 AC Electrical installation,Παρασκευή,1
122.2,ΧΑΝΙΑ 3,0.5 AC Electrical installation,Παρασκευή,1
